Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2008;volvo-v70-2008-Diesel;volvo;v70;2,4 D AUT.;Large;DieselLarge;310;0.000121694;5889012209,00;5.619.221.693;2310;Diesel;151;180.5;14.029.092;9.012.754.438;0.754074074;10.18
2008;suzuki-sx4-2008-Diesel;suzuki;sx4;1,9 DIESEL;Small;DieselSmall;293;0.00011502;2108657048,00;1.759.940.309;1700;Diesel;88;107;1.180.106.667;7.63;0.538624339;10.18
2008;ford-fusion-2008-Benzin;ford;fusion;1,6;Small;BenzinSmall;286;0.000112272;1973285239,00;1.873.605.145;1600;Benzin;59;103;10.579.032;69.058;0.746103896;11.49
2008;peugeot-307-2008-Benzin;peugeot;307;1,6 I ST. CAR;Large;BenzinLarge;285;0.00011188;2663607103,00;2.061.858.912;1940;Benzin;80;104.4;10.896.512;781.452;0.883846154;11.49
2008;opel-meriva-2008-Diesel;opel;meriva;1,3 CDTI;Small;DieselSmall;281;0.00011031;2492697003,00;2.029.131.901;1895;Diesel;55;95;11.128.988;68.276;0.509;10.18
2008;skoda-roomster-2008-Benzin;skoda;roomster;1,4;Small;BenzinSmall;278;0.000109132;2685893452,00;2.448.795.022;1670;Benzin;77;82.75;11.387.208;70.728;0.781632653;11.49
2008;volkswagen-jetta-2008-Diesel;volkswagen;jetta;1,9 TDI;Small;DieselSmall;257;0.000100888;3721409545,00;3.394.829.459;1970;Diesel;77;105;1.190.553;8.099;0.538624339;10.18
2008;opel-meriva-2008-Benzin;opel;meriva;1,6;Small;BenzinSmall;238;9.34E-05;2492697003,00;1.993.131.901;1810;Benzin;66;95;11.128.988;68.276;0.736538462;11.49
2008;volkswagen-caravelle-2008-Diesel;volkswagen;caravelle;2,5 TDI;Large;DieselLarge;233;9.15E-05;7664805771,00;7.081.802.383;3000;Diesel;128;141;1.802.454;9.291;0.960377358;10.18
2008;mazda-6-2008-Diesel;mazda;6;2.0 STATIONSCAR DIES;Large;DieselLarge;230;9.03E-05;3218645949,00;2.358.423.751;2110;Diesel;103;1.536.428.571;12.408.024;8.467.059.184;0.581714286;10.18
2008;seat-altea-2008-Benzin;seat;altea;1,8 TSI;Large;BenzinLarge;228;8.95E-05;259563818,00;2.335.198.281;2094;Benzin;75;103.5;1.180.852;76.184;0.883846154;11.49
2008;audi-a5-2008-Diesel;audi;a5;3,0 TDI;Large;DieselLarge;227;8.91E-05;7795560488,00;7.022.981.847;2075;Diesel;176;212;1.170.939;8.547;0.609580838;10.18
2008;audi-a5-2008-Benzin;audi;a5;3,2 FSI QUATTRO AUT.;Large;BenzinLarge;217;8.52E-05;7795560488,00;7.082.381.847;2110;Benzin;125;212;1.170.939;8.547;117.244.898;11.49
2008;volkswagen-touran-2008-Benzin;volkswagen;touran;1,4 TSI AUT.;Large;BenzinLarge;217;8.52E-05;3969966704,00;360.912.194;2200;Benzin;103;1.232.307.692;12.945.996;7.863.607.692;0.851111111;11.49
2008;volvo-v50-2008-Benzin;volvo;v50;1,8;Large;BenzinLarge;213;8.36E-05;3960244173,00;3.739.895.701;1890;Benzin;92;1.185.555.556;11.574.915;7.992.533.333;0.851111111;11.49
2008;suzuki-splash-2008-Diesel;suzuki;splash;1,3 DDIS;Small;DieselSmall;213;8.36E-05;1276304107,00;1.084.767.824;1530;Diesel;55;77.875;9.910.152;62.412;0.458558559;10.18
2008;hyundai-sonata-2008-Benzin;hyundai;sonata;2;Large;BenzinLarge;209;8.20E-05;2674716981,00;2.106.229.932;2030;Benzin;184;1.723.333.333;1.300.032;8.784;0.9192;11.49
2008;renault-scenic-2008-Benzin;renault;scenic;2,0 AUT. 135 HK 5 P.;Large;BenzinLarge;206;8.09E-05;3382463929,00;2.983.772.769;2125;Benzin;99;140;1.136.576;71.036;0.89765625;11.49
2008;chevrolet-epica-2008-Benzin;chevrolet;epica;2,5 AUT.;Large;BenzinLarge;189;7.42E-05;3229655938,00;2.282.852.137;1945;Benzin;105;1.453.333.333;125.976;8.688;0.941803279;11.49
2008;seat-ibiza-2008-Diesel;seat;ibiza;1,4 TDI;Small;DieselSmall;178;6.99E-05;181299667,00;1.635.744.869;1626;Diesel;66;90;9.751.723.734;676.029.375;0.458558559;10.18
2008;mazda-3-2008-Diesel;mazda;3;1,6 DE 109 DPF HB;Small;DieselSmall;178;6.99E-05;2438146504,00;1.833.802.958;1925;Diesel;80;1.503.333.333;1.147.799.644;7.843.733.333;0.609580838;10.18
2008;kia-rio-2008-Benzin;kia;rio;1,4 MPV;Small;BenzinSmall;171;6.71E-05;1498290788,00;1.268.040.471;1580;Benzin;71;99.6;997.101;6.783;0.679881657;11.49
2008;kia-rio-2008-Diesel;kia;rio;1,5 MPV DIESEL;Small;DieselSmall;170;6.67E-05;1498290788,00;1.300.440.471;1650;Diesel;81;90;997.101;6.783;0.458558559;10.18
2008;renault-twingo-2008-Benzin;renault;twingo;1,2 16V 75;Small;BenzinSmall;169;6.63E-05;1253052164,00;1.112.057.034;1370;Benzin;56;75;8.901.585;60.555;0.656571429;11.49
2008;seat-leon-2008-Benzin;seat;leon;2,0 TFSI;Large;BenzinLarge;165;6.48E-05;2636825749,00;2.385.587.052;1945;Benzin;177;130.8;11.163.744;76.464;0.9575;11.49
2008;mazda-5-2008-Diesel;mazda;5;2,0 D;Large;DieselLarge;164;6.44E-05;2891320755,00;2.149.556.649;2250;Diesel;105;1.393.333.333;131.472;7.934.666.667;0.620731707;10.18
2008;renault-scenic-2008-Diesel;renault;scenic;1,9 DCI;Large;DieselLarge;157;6.16E-05;3382463929,00;3.013.772.769;2195;Diesel;96;129;1.136.576;71.036;0.609580838;10.18
2008;peugeot-206-2008-Benzin;peugeot;206;1,4I 75HK 5D.;Small;BenzinSmall;154;6.05E-05;155372919,00;1.202.070.455;1450;Benzin;55;9.371.428.571;901.329;6.304.833.333;0.736538462;11.49
2008;volkswagen-jetta-2008-Benzin;volkswagen;jetta;1,4 TSI;Large;BenzinLarge;150;5.89E-05;3721409545,00;3.388.829.459;1930;Benzin;147;105;1.190.553;8.099;0.814893617;11.49
2008;volvo-s80-2008-Benzin;volvo;s80;2,5 T AUT.;Large;BenzinLarge;149;5.85E-05;7244406215,00;679.559.355;2060;Benzin;147;185;1.344.129;9.021;0.9575;11.49
2008;audi-r8-2008-Benzin;audi;r8;4,2 FSI QUATTRO AUT.;Large;BenzinLarge;149;5.85E-05;2723825749,00;2.435.151.146;1865;Benzin;309;420;1.052.125;8.417;1.552.702.703;11.49
2008;audi-tt-2008-Benzin;audi;tt;2,0 TFSI;Small;BenzinSmall;146;5.73E-05;7247835738,00;6.554.024.582;1810;Benzin;147;200;1.038.312;76.912;1.094.285.714;11.49
2008;skoda-superb-2008-Benzin;skoda;superb;1,8 TSI AUT;Large;BenzinLarge;142;5.57E-05;3274139845,00;2.997.956.299;2074;Benzin;118;145;12.860.848;8.704.088.889;0.870454545;11.49
2008;kia-ceed-2008-Benzin;kia;ceed;1,4;Small;BenzinSmall;128;5.02E-05;2164239734,00;1.826.381.557;1820;Benzin;90;115.5;12.296.763;7.929.271.296;0.746103896;11.49
2008;volvo-s40-2008-Benzin;volvo;s40;1,8;Large;BenzinLarge;126;4.95E-05;3834572697,00;3.624.091.635;1850;Benzin;92;111.8;11.472.255;79.119;0.826618705;11.49
2008;skoda-roomster-2008-Diesel;skoda;roomster;1,9 TDI;Small;DieselSmall;120;4.71E-05;2685893452,00;2.488.995.022;1775;Diesel;77;105;11.387.208;70.728;0.559340659;10.18
2008;peugeot-partner-2008-Benzin;peugeot;partner;1,4 I 8V 4-DØRS;Large;BenzinLarge;118;4.63E-05;2430510544,00;1.876.211.029;1840;Benzin;80;1.033.333.333;12.841.176;71.208;0.863909774;11.49
2008;ford-galaxy-2008-Diesel;ford;galaxy;2,2 TDCI;Large;DieselLarge;115;4.51E-05;5077713651,00;481.947.636;2505;Diesel;103;130;15.948.416;89.893;0.661038961;10.18
2008;audi-q5-2008-Diesel;audi;q5;3,0 TDI QUATTRO AUT.;Large;DieselLarge;111;4.36E-05;8180532741,00;7.420.734.668;2445;Diesel;176;240;1.436.226;87.044;0.765413534;10.18
2008;cadillac-bls-2008-Diesel;cadillac;bls;1.9 CDTI AUT.;Large;DieselLarge;75;2.94E-05;5472408435,00;3.857.389.843;2070;Diesel;110;162.5;120.393;8.19;0.732374101;10.18
2008;volkswagen-touareg-2008-Diesel;volkswagen;touareg;3,0 V6 TDI AUT.;Large;DieselLarge;110;4.32E-05;1003340733,00;9.220.058.415;2945;Diesel;176;225;15.859.775;91.675;1.007.920.792;10.18
2008;nissan-note-2008-Diesel;nissan;note;1,5 DCI;Small;DieselSmall;103;4.04E-05;244609323,00;2.198.307.764;1610;Diesel;63;110;1.068.756;68.952;0.519387755;10.18
2008;chevrolet-epica-2008-Diesel;chevrolet;epica;2,0 VCDI AUT.;Small;DieselSmall;77;3.02E-05;3229655938,00;2.355.452.137;2055;Diesel;110;156;125.976;8.688;0.771212121;10.18
2008;hyundai-matrix-2008-Diesel;hyundai;matrix;1,5 CRDI;Small;DieselSmall;96;3.77E-05;1886748058,00;1.508.269.614;1840;Diesel;81;106.5;11.500.008;70.035;0.538624339;10.18
2008;volvo-v50-2008-Diesel;volvo;v50;D5;Small;DieselSmall;92;3.61E-05;3960244173,00;3.765.095.701;1960;Diesel;0;1.185.555.556;11.680.584;7.992.533.333;0.559340659;10.18
2008;volvo-c30-2008-Benzin;volvo;c30;T5 AUT;Large;BenzinLarge;92;3.61E-05;3417480577,00;3.299.148.546;1860;Benzin;125;125;1.096.925;7.565;1.083.962.264;11.49
2008;seat-toledo-2008-Diesel;seat;toledo;1,9 TDI;Small;DieselSmall;86;3.38E-05;2849689234,00;2.564.281.487;2029;Diesel;77;102;12.393.894;7.781.666.667;0.55027027;10.18
2008;chevrolet-lacetti-2008-Diesel;chevrolet;lacetti;2,0 TCDI;Small;DieselSmall;43;1.69E-05;1997713651,00;1.453.638.866;1755;Diesel;89;101;11.568.164;79.234;0.581714286;10.18
2008;fiat-dobl-2008-Benzin;fiat;dobl;1,4;Large;BenzinLarge;81;3.18E-05;2153052164,00;194.052.395;1905;Benzin;57;77;12.946.752;71.136;0.851111111;11.49
2008;volkswagen-tiguan-2008-Benzin;volkswagen;tiguan;2,0 TSI AUT.;Large;BenzinLarge;79;3.10E-05;5474472808,00;4.971.943.133;2170;Benzin;147;146;13.550.927;80.183;0.965546218;11.49
2008;honda-jazz-2008-Benzin;honda;jazz;1,4 COMFORT;Small;BenzinSmall;76;2.98E-05;1986692564,00;1.716.070.237;1555;Benzin;73;100;100.776;6.63;0.621081081;11.49
2008;ford-mustang-2008-Benzin;ford;mustang;CABRIOLET;Large;BenzinLarge;76;2.98E-05;915418424,00;8.605.035.625;2075;Benzin;224;300;12.375.288;89.676;1.262.637.363;11.49
2008;renault-megane-2008-Benzin;renault;megane;1,6 16V;Small;BenzinSmall;69;2.71E-05;2774162042,00;2.436.654.637;1775;Benzin;82;136;116.946;8.01;0.803496503;11.49
2008;toyota-rav4-2008-Diesel;toyota;rav4;2,2 D-4D DPF. MPV;Large;DieselLarge;66;2.59E-05;5502264151,00;476.262.134;2190;Diesel;100;136;1.377.376;8.008;0.669736842;10.18
2008;mitsubishi-outlander-2008-Benzin;mitsubishi;outlander;2.4 AUT 4WD 7SÆDER;Large;BenzinLarge;62;2.43E-05;4950033296,00;4.161.878.236;2290;Benzin;162;140;1.403.136;8.352;1.063.888.889;11.49
2008;audi-a8-2008-Diesel;audi;a8;UOPLYST;Large;DieselLarge;59;2.32E-05;2060879023,00;1.849.806.335;2540;Diesel;240;296;1.494.917.667;101.465;0.978846154;10.18
2008;mini-cooper-2008-Benzin;mini;cooper;1,6;Small;BenzinSmall;52;2.04E-05;4167558269,00;3.863.364.685;1515;Benzin;128;118.75;8.783.268;61.854;0.668023256;11.49
2008;volkswagen-sharan-2008-Diesel;volkswagen;sharan;1,9 TDI;Large;DieselLarge;52;2.04E-05;532082131,00;4.850.764.115;2470;Diesel;85;140;14.497.919;83.803;0.632298137;10.18
2008;audi-a8-2008-Benzin;audi;a8;4,2;Large;BenzinLarge;47;1.85E-05;2060879023,00;1.840.386.335;2400;Benzin;331;296;1.494.917.667;101.465;1.248.913.043;11.49
2008;honda-civic-2008-Diesel;honda;civic;2,2 D SPORT;Small;DieselSmall;41;1.61E-05;2774672586,00;2.450.576.729;1890;Diesel;103;140;1.099.293.422;755.528.125;0.538624339;10.18
2008;ferrari-f430-2008-Benzin;ferrari;f430;#N/A;Small;BenzinSmall;48;1.88E-05;3923418424,00;3.435.725.655;1790;Benzin;375;490;10.477.632;86.592;2.089.090.909;11.49
2008;ford-galaxy-2008-Benzin;ford;galaxy;2;Large;BenzinLarge;40;1.57E-05;5077713651,00;478.527.636;2415;Benzin;118;130;15.641.382;89.893;0.941803279;11.49
2008;fiat-bravo-2008-Diesel;fiat;bravo;1,9 JTD;Small;DieselSmall;196;7.69E-05;2386137625,00;2.146.793.309;1830;Diesel;77;120;116.529;77.686;0.538624339;10.18
2008;subaru-impreza-2008-Benzin;subaru;impreza;2,5 AWD WRX STI;Large;BenzinLarge;37;1.45E-05;330854606,00;2.470.051.995;1890;Benzin;110;190;11.382.384;76.908;0.941803279;11.49
2008;seat-toledo-2008-Benzin;seat;toledo;1,6 REFERENCE;Large;BenzinLarge;36;1.41E-05;2849689234,00;2.553.481.487;1944;Benzin;75;102;11.124.864;7.781.666.667;0.883846154;11.49
2008;renault-megane-2008-Diesel;renault;megane;1,9 DCI 130;Small;DieselSmall;36;1.41E-05;2774162042,00;2.439.054.637;1840;Diesel;96;102.5;116.946;8.01;0.477934272;10.18
2008;volvo-s80-2008-Diesel;volvo;s80;S80 D5 AUT.;Large;DieselLarge;36;1.41E-05;7244406215,00;682.979.355;2190;Diesel;136;185;1.344.129;9.021;0.652564103;10.18
2008;toyota-rav4-2008-Benzin;toyota;rav4;2,0 MPV;Small;BenzinSmall;32;1.26E-05;5502264151,00;474.342.134;1700;Benzin;112;136;1.377.376;8.008;0.990517241;11.49
2008;volkswagen-golf-2008-Diesel;volkswagen;golf;1,9 TDI;Small;DieselSmall;5559;0.002182245;3011109878,00;2.765.301.518;1990;Diesel;103;1.166.666.667;11.707.168;74.096;0.530208333;10.18
2008;volkswagen-passat-2008-Diesel;volkswagen;passat;2,0 TDI;Large;DieselLarge;6720;0.002638008;504327414,00;4.643.178.221;2170;Diesel;103;1.283.333.333;13.195.728;86.762;0.683221477;10.18
2008;citron-c3-2008-Diesel;citron;c3;1,4 HDI;Small;DieselSmall;1686;0.000661857;2162774695,00;1.864.376.233;1500;Diesel;50;75;977.284;64.295;0.44845815;10.18
2008;citron-c5-2008-Benzin;citron;c5;1,8 I 16V;Large;BenzinLarge;384;0.000150743;3585449501,00;3.113.285.625;2063;Benzin;103;125;13.296.024;89.838;0.965546218;11.49
2008;citron-c5-2008-Diesel;citron;c5;1,6 HDI 16V WEEKEND;Large;DieselLarge;1623;0.000637126;3762375139,00;3.314.390.667;2190;Diesel;100;138;13.296.024;88.908;0.721985816;10.18
2008;fiat-punto-2008-Benzin;fiat;punto;1,2;Small;BenzinSmall;1068;0.000419255;1689988901,00;1.497.655.364;1600;Benzin;57;73;101.479;64.076;0.679881657;11.49
2008;fiat-punto-2008-Diesel;fiat;punto;1,3 JTD;Small;DieselSmall;1296;0.000508759;183572697,00;165.527.497;1665;Diesel;55;6.388.888.889;101.479;64.076;0.458558559;10.18
2008;ford-c-max-2008-Benzin;ford;c-max;1,6;Large;BenzinLarge;482;0.000189214;3229766926,00;3.058.029.107;1910;Benzin;74;100;1.260.896;78.806;0.820714286;11.49
2008;ford-c-max-2008-Diesel;ford;c-max;1,6 TDCI;Small;DieselSmall;1049;0.000411796;357381798,00;3.361.534.615;1920;Diesel;66;115;1.260.896;78.806;0.477934272;10.18
2008;mercedes-benz-c200-2008-Benzin;mercedes-benz;c200;KOMP. AUT.;Large;BenzinLarge;39;1.53E-05;7635960044,00;6.722.241.953;2085;Benzin;135;184;1.175.457;209.764;0.9575;11.49
2008;mercedes-benz-c200-2008-Diesel;mercedes-benz;c200;T CDI;Small;DieselSmall;45;1.77E-05;7635960044,00;6.718.041.953;2045;Diesel;100;184;117.545;81.066;0.581714286;10.18
2008;fiat-dobl-2008-Diesel;fiat;dobl;1,3 JTD;Small;DieselSmall;46;1.81E-05;2153052164,00;196.572.395;2005;Diesel;62;77;12.946.752;71.136;0.559340659;10.18
2008;fiat-panda-2008-Diesel;fiat;panda;1,3 JTD;Small;DieselSmall;105;4.12E-05;1290754717,00;116.782.936;1375;Diesel;51;60;8.613.528;55.932;0.436909871;10.18
2008;honda-accord-2008-Diesel;honda;accord;2,2D ELEGANCE;Small;DieselSmall;193;7.58E-05;3884550499,00;3.411.374.952;2030;Diesel;110;161.5;128.478;863.135;0.581714286;10.18
2008;hyundai-i10-2008-Diesel;hyundai;i10;1,1 CRDI;Small;DieselSmall;50;1.96E-05;1109833518,00;8.891.802.128;1520;Diesel;55;6.788.888.889;8.333.248;5.664.355.556;0.436909871;10.18
2008;jaguar-xf-2008-Benzin;jaguar;xf;3;Large;BenzinLarge;111;4.36E-05;948945616,00;8.177.201.304;2330;Benzin;219;2.673.333.333;13.614.208;93.248;143.625;11.49
2008;jaguar-xf-2008-Diesel;jaguar;xf;XF 2,7D LUXURY;Large;DieselLarge;98;3.85E-05;948945616,00;8.114.801.304;2310;Diesel;152;2.673.333.333;13.614.208;93.248;0.765413534;10.18
2008;maserati-granturismo-2008-Benzin;maserati;granturismo;#N/A;Large;BenzinLarge;93;3.65E-05;2741398446,00;2.407.661.631;2250;Benzin;323;419;121.878;916.464;1.883.606.557;11.49
2008;mercedes-benz-c180-2008-Benzin;mercedes-benz;c180;KOMPRESS;Large;BenzinLarge;68;2.67E-05;6817413984,00;5.999.506.566;2070;Benzin;115;143;1.188.732;21.16;0.890697674;11.49
2008;mercedes-benz-c220-2008-Diesel;mercedes-benz;c220;H20MK0;Large;DieselLarge;193;7.58E-05;8073662597,00;7.154.090.523;2180;Diesel;125;170;1.175.457;209.764;0.687837838;10.18
2008;mercedes-benz-c63-2008-Benzin;mercedes-benz;c63;AMG AUT;Large;BenzinLarge;132;5.18E-05;1644948946,00;1.450.703.982;2170;Benzin;336;4.948.888.889;1.220.832;221.841;1.532;11.49
2008;mercedes-benz-e220-2008-Diesel;mercedes-benz;e220;UOPLYST;Large;DieselLarge;76;2.98E-05;8477935627,00;7.484.435.091;2140;Diesel;125;150;132.405;235.225;0.669736842;10.18
2008;mercedes-benz-e280-2008-Diesel;mercedes-benz;e280;CDI AUT.;Large;DieselLarge;46;1.81E-05;1103774695,00;9.716.911.957;2240;Diesel;140;190;1.271.998;232.324;0.702068966;10.18
2008;mercedes-benz-e320-2008-Diesel;mercedes-benz;e320;CDI;Large;DieselLarge;92;3.61E-05;1072345172,00;9.503.364.443;2460;Diesel;150;209;132.405;235.225;0.827642276;10.18
2008;mercedes-benz-ml320-2008-Diesel;mercedes-benz;ml320;B220K1;Large;DieselLarge;56;2.20E-05;1225362.93;1.088.339.423;2830;Diesel;165;224;16.616.236;228.484;0.978846154;10.18
2008;mercedes-benz-r320-2008-Diesel;mercedes-benz;r320;CDI;Large;DieselLarge;64;2.51E-05;1220865705,00;1084451.01;2840;Diesel;165;224;16.445.952;266.256;0.96952381;10.18
2008;mercedes-benz-s320-2008-Diesel;mercedes-benz;s320;CDI 4MATIC;Large;DieselLarge;32;1.26E-05;1621005549,00;1.424.721.923;2550;Diesel;173;235;14.321.769;271.441;0.848333333;10.18
2008;peugeot-107-2008-Diesel;peugeot;107;1,4 HDI 3D MAN.;Small;DieselSmall;59;2.32E-05;1109755827,00;8.740.987.646;1245;Diesel;40;68;8.218.623;55.909;0.417213115;10.18
2008;porsche-911-2008-Benzin;porsche;911;KE12;Large;BenzinLarge;2108;0.000827518;2309589345,00;1.531.364.848;1980;Benzin;254;2.583.333.333;8.952.625;70.125;1.552.702.703;11.49
2008;porsche-boxster-2008-Benzin;porsche;boxster;2,7 AUT.;Small;BenzinSmall;118;4.63E-05;1253350721,00;8.305.960.481;1620;Benzin;180;220;9.919.584;76.896;1.063.888.889;11.49
2008;porsche-cayenne-2008-Benzin;porsche;cayenne;CAYENNE GTS AUT;Large;BenzinLarge;202;7.93E-05;1898173141,00;1.263.642.953;3080;Benzin;298;240;157.488;9.264;1.595.833.333;11.49
2008;porsche-cayman-2008-Benzin;porsche;cayman;S;Small;BenzinSmall;82;3.22E-05;1390075472,00;9.195.672.871;1435;Benzin;217;245;101.556;7.812;1.063.888.889;11.49
2008;smart-fortwo-2008-Benzin;smart;fortwo;1;Small;BenzinSmall;54;2.12E-05;1109866815,00;5.935.881.159;1020;Benzin;66;82;699.192;4.482;0.493133047;11.49
2008;subaru-legacy-2008-Benzin;subaru;legacy;3,0 AWD AUT.;Large;BenzinLarge;38;1.49E-05;5508945616,00;4.077.990.299;2060;Benzin;127;150;11.528.374;80.618;1.126.470.588;11.49
2008;subaru-legacy-2008-Diesel;subaru;legacy;2,0 AWD;Small;DieselSmall;85;3.34E-05;5508945616,00;4.047.990.299;2000;Diesel;110;1.488.571.429;11.528.374;80.618;0.602366864;10.18
2008;toyota-aygo-2008-Diesel;toyota;aygo;1,4 DIESEL 5-DØRS HB;Small;DieselSmall;229;8.99E-05;114409545,00;1.017.037.144;1250;Diesel;40;66;8.872.595.053;6.035.778.947;0.417213115;10.18
2008;volvo-c30-2008-Diesel;volvo;c30;1,6 D;Small;DieselSmall;66;2.59E-05;3417480577,00;3.245.748.546;1780;Diesel;80;1.041.666.667;1.096.925;7.565;0.499019608;10.18
2008;volvo-s60-2008-Diesel;volvo;s60;D 5;Small;DieselSmall;40;1.57E-05;4528301887,00;4.326.950.944;2025;Diesel;136;146;118.404;8.28;0.669736842;10.18
2008;volvo-xc60-2008-Diesel;volvo;xc60;D5 AUT;Large;DieselLarge;44;1.73E-05;7971875694,00;7.577.543.944;2505;Diesel;136;1.785.714.286;14.996.016;87.696;0.848333333;10.18
2009;bmw-3-serie-2009-Diesel;bmw;3-serie;320d Touring;Small;DieselSmall;46;1.79E-05;6201787281,00;5.525.985.684;2045;Diesel;120;177;11.872.224;82.446;0.551960784;11.26
2009;bmw-5-serie-2009-Diesel;bmw;5-serie;520d Sedan Steptronic;Large;DieselLarge;72;2.81E-05;8946721491,00;7.929.052.063;2200;Diesel;130;177;1.334.146;8.954;0.574489796;11.26
2009;bmw-7-serie-2009-Diesel;bmw;7-serie;740D;Large;DieselLarge;97;3.78E-05;1560307018,00;1383318.58;2505;Diesel;180;245;1.425.684;9.633;0.765986395;11.26
2009;bmw-m3-2009-Benzin;bmw;m3;CABRIOLET;Large;BenzinLarge;138;5.38E-05;1676827851,00;1.493.487.326;2080;Benzin;309;420;11.250.312;8.203.344;1.443.209.877;11.69
2009;bmw-x5-2009-Diesel;bmw;x5;3,0 SD;Large;DieselLarge;428;0.000166933;1186513158,00;1.061.898.877;2965;Diesel;210;267;16.568.085;93.605;0.92295082;11.26
2009;bmw-x6-2009-Benzin;bmw;x6;UOPLYST;Large;BenzinLarge;79;3.08E-05;1278507675,00;1.144.775.937;2840;Benzin;300;356.5;16.329.456;96.624;146.125;11.69
2009;bmw-x6-2009-Diesel;bmw;x6;XDrive 30d;Large;DieselLarge;129;5.03E-05;1278507675,00;1.142.435.937;2760;Diesel;173;4.108.333.333;16.329.456;96.624;0.938333333;11.26
2009;chevrolet-epica-2009-Diesel;chevrolet;epica;2,0 VCDI;Small;DieselSmall;57;2.22E-05;3596458333,00;2.601.094.199;2055;Diesel;110;156;125.976;8.688;0.853030303;11.26
2009;ferrari-california-2009-Benzin;ferrari;california;#N/A;Large;BenzinLarge;76;2.96E-05;4057017544,00;3.536.238.794;2200;Benzin;365;460;1.134.984;8.664;1.538.157.895;11.69
2009;fiat-panda-2009-Diesel;fiat;panda;1,3 JTD;Small;DieselSmall;32;1.25E-05;1096414474,00;100.085.028;1375;Diesel;51;60;8.613.528;55.932;0.483261803;11.26
2009;citron-c1-2009-Benzin;citron;c1;1,0 I;Small;BenzinSmall;2658;0.001036701;1206041667,00;102.245.484;1180;Benzin;50;68;8.186.512;56.072;0.526576577;11.69
2009;volkswagen-golf-2009-Benzin;volkswagen;golf;1,4 TSI AUT.;Large;BenzinLarge;4920;0.001918949;3037258772,00;2.737.476.891;1860;Benzin;90;121;117.822.705;73.986;0.7;11.69
2009;volkswagen-golf-2009-Diesel;volkswagen;golf;1,6 TDI;Small;DieselSmall;3741;0.001459104;3037258772,00;2.788.476.891;1910;Diesel;103;121;117.822.705;73.986;0.551960784;11.26
2009;toyota-aygo-2009-Benzin;toyota;aygo;1.0 HB 5-DØRS;Small;BenzinSmall;3247;0.001266429;1052631579,00;897.231.579;1190;Benzin;50;6.672.727.273;8.120.574;55.242;0.538709677;11.69
2009;peugeot-107-2009-Benzin;peugeot;107;1,0 I 5D 68HK;Small;BenzinSmall;2592;0.001010959;1162171053,00;8.694.063.967;1190;Benzin;50;6.672.727.273;8.218.623;55.909;0.538709677;11.69
2009;suzuki-alto-2009-Benzin;suzuki;alto;1,0L M/T;Small;BenzinSmall;2548;0.000993797;1085394737,00;8.717.756.495;1250;Benzin;50;68;8.232;5.6;0.514977974;11.69
2009;peugeot-207-2009-Diesel;peugeot;207;1,6 HDI 90HK.3D.;Small;DieselSmall;2519;0.000982486;1863958333,00;1.465.984.949;1783;Diesel;50;9.262.068.966;109.928;7.123.883.472;0.586458333;11.26
2009;toyota-avensis-2009-Benzin;toyota;avensis;1.8 STW MAN.6;Large;BenzinLarge;2272;0.000886149;3450307018,00;2.965.404.643;2000;Benzin;108;141;1.259.036;8.575.644.444;0.769078947;11.69
2009;ford-mondeo-2009-Diesel;ford;mondeo;2,0 TDCI;Large;DieselLarge;2009;0.000783571;3919945175,00;3.736.547.628;2275;Diesel;85;1.278.125;13.638.471;9.098.798.438;0.654651163;11.26
2009;peugeot-308-2009-Diesel;peugeot;308;1,6 HDI 91 HK. STC.;Small;DieselSmall;1992;0.00077694;2554703947,00;1.954.851.575;1850;Diesel;80;120;1.262.475;8.068.029.959;0.528638498;11.26
2009;ford-fiesta-2009-Benzin;ford;fiesta;1,25;Small;BenzinSmall;1912;0.000745738;1615438596,00;1.514.824.596;1495;Benzin;44;71.875;1.005.512;6.772.751.563;0.631891892;11.69
2009;mazda-2-2009-Benzin;mazda;2;1,3 HATCHBACK STANDA;Small;BenzinSmall;1766;0.000688794;1540372807,00;1.103.870.157;1485;Benzin;63;8.444.444.444;98.124;6.613.787.654;0.608854167;11.69
2009;suzuki-splash-2009-Benzin;suzuki;splash;1,2;Small;BenzinSmall;1720;0.000670852;1282796053,00;1.027.488.769;1485;Benzin;63;85;9.936.864;6.249.839.111;0.5845;11.69
