Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2013;peugeot-2008-2013-Diesel;peugeot;2008;1,4 HDi Crossover;Small;DieselSmall;271;0.000103916;191910101,00;1.464.296.344;1684;Diesel;68;8.352.380.952;11.291.904;72.384;0.4864;12.16
2013;volkswagen-passat-2013-Benzin;volkswagen;passat;2.0 TSI 211 HK VARIANT DSG;Large;BenzinLarge;262;0.000100465;3593838384,00;3.269.965.052;2110;Benzin;155;1.376.170.213;12.761.658;86.814;0.924827586;13.41
2013;chevrolet-cruze-2013-Diesel;chevrolet;cruze;2.0D Stc;Small;DieselSmall;255;9.78E-05;2070656566,00;1.530.887.642;1993;Diesel;120;152;1.280.448;836.775;0.679329609;12.16
2013;audi-q3-2013-Diesel;audi;q3;2.0 TDI 140 HK;Large;DieselLarge;253;9.70E-05;4845646465,00;4.447.704.189;2185;Diesel;103;1.523.333.333;12.773.583;80.337;0.719526627;12.16
2013;opel-meriva-2013-Benzin;opel;meriva;1,4T  120HK;Large;BenzinLarge;241;9.24E-05;1919070707,00;153.881.234;1905;Benzin;74;112;12.579.138;77.649;0.749162011;13.41
2013;opel-zafira-2013-Diesel;opel;zafira;2,0 CDTI ECOFLEX;Large;DieselLarge;234;8.97E-05;3404080808,00;2.738.507.259;2340;Diesel;121;140;1.319.544;8.046;0.547747748;12.16
2013;kia-venga-2013-Benzin;kia;venga;1.4 5-dørs Man. 5;Small;BenzinSmall;234;8.97E-05;1616141414,00;1.369.593.618;1710;Benzin;66.2;82;1.152.624;72.039;0.749162011;13.41
2013;audi-a6-2013-Benzin;audi;a6;3,0 TFSI;Large;BenzinLarge;222;8.51E-05;6251585859,00;5.591.960.604;2260;Benzin;132;2.457.222.222;13.432.584;9.214.425;0.870779221;13.41
2013;nissan-juke-2013-Diesel;nissan;juke;1.5dCi;Small;DieselSmall;218;8.36E-05;2272626263,00;2.007.063.211;1765;Diesel;81;156.75;11.504.646;735.435;0.4864;12.16
2013;nissan-juke-2013-Benzin;nissan;juke;1.6 CVT Aut.;Small;BenzinSmall;216;8.28E-05;2272626263,00;2.003.663.211;1645;Benzin;86;117;11.588.013;735.435;0.802994012;13.41
2013;audi-s5-2013-Benzin;audi;s5;3,0 TFSI QUATTRO AUT.;Large;BenzinLarge;212;8.13E-05;1054697.98;9.453.674.044;2295;Benzin;331;333;1.205.016;8.695;1.090.243.902;13.41
2013;volkswagen-tiguan-2013-Diesel;volkswagen;tiguan;2.0TDI 140 HK 4Motion DSG;Large;DieselLarge;208;7.98E-05;5333292929,00;4.893.017.524;2260;Diesel;103;185;1.363.111;80.183;0.719526627;12.16
2013;skoda-roomster-2013-Benzin;skoda;roomster;1.2 TSI 105 HK;Small;BenzinSmall;208;7.98E-05;1808080808,00;164.857.952;1692;Benzin;77;8.866.666.667;11.387.208;70.728;0.766285714;13.41
2013;volkswagen-touran-2013-Benzin;volkswagen;touran;1.4 TSI 140 HK;Large;BenzinLarge;197;7.55E-05;4141323232,00;3.755.192.661;2150;Benzin;103;122.75;13.143.075;7.876;0.882236842;13.41
2013;mini-cooper-2013-Diesel;mini;cooper;ZR71;Small;DieselSmall;190;7.29E-05;2580828283,00;2.485.212.913;1620;Diesel;82;114.5;8.811.936;62.412;0.643386243;12.16
2013;mercedes-benz-e400-2013-Benzin;mercedes-benz;e400;L45EP0;Large;BenzinLarge;55;2.11E-05;1187274747,00;1.038.347.428;2315;Benzin;245;333;117.782;22.09;1.055.905.512;13.41
2013;honda-civic-2013-Diesel;honda;civic;1.6 i-DTEC;Small;DieselSmall;185;7.09E-05;2111090909,00;1.845.407.305;1870;Diesel;88;1.237.142.857;1.118.817;7.611;0.45037037;12.16
2013;skoda-yeti-2013-Benzin;skoda;yeti;1.4 TSI 122 HK;Large;BenzinLarge;177;6.79E-05;3343454545,00;3.022.401.208;1885;Benzin;90;110;12.765.922;75.538;0.859615385;13.41
2013;peugeot-308-2013-Benzin;peugeot;308;1,6 THP 125 5-D;Small;BenzinSmall;173;6.63E-05;2020121212,00;155.231.235;1815;Benzin;92;1.196.666.667;11.169;7.892.419.753;0.859615385;13.41
2013;renault-megane-2013-Benzin;renault;megane;1.6 16V 110 Sport Tourer;Small;BenzinSmall;173;6.63E-05;2372737374,00;210.420.712;1824;Benzin;85;1.114.285.714;1.202.327.925;8.179.101.531;0.924827586;13.41
2013;fiat-500-2013-Diesel;fiat;500;1.3 MJT 85;Small;DieselSmall;136;5.21E-05;1212020202,00;1.118.379.878;1875;Diesel;77;8.029.411.765;8.621.885;57.865;0.51092437;12.16
2013;volkswagen-multivan-2013-Diesel;volkswagen;multivan;2,0 TDI;Large;DieselLarge;132;5.06E-05;5513151515,00;545.662.349;3080;Diesel;132;141;1.830.327;9.291;1.643.243.243;12.16
2013;ford-kuga-2013-Diesel;ford;kuga;2.0 TDCi (140 HK) SUV Firehjulstræk Aut;Large;DieselLarge;131;5.02E-05;4190888889,00;4.016.683.939;2230;Diesel;120;140;1.413.856;83.168;0.755279503;12.16
2013;volkswagen-caddy-2013-Diesel;volkswagen;caddy;1.6 TDI BMT 75 HK;Large;DieselLarge;130;4.98E-05;1717070707,00;1.666.014.012;2365;Diesel;55;75;14.682.654;78.939;0.657297297;12.16
2013;opel-insignia-2013-Benzin;opel;insignia;1,4T 140HK 5-dørs;Large;BenzinLarge;129;4.95E-05;3029282828,00;2.399.534.818;2140;Benzin;103;1.928.571.429;13.881.552;9.092.742.857;0.749162011;13.41
2013;opel-zafira-2013-Benzin;opel;zafira;1,4T  120HK Tourer;Large;BenzinLarge;128;4.91E-05;3404080808,00;2.707.307.259;2320;Benzin;103;140;1.319.544;8.046;0.817682927;13.41
2013;toyota-rav4-2013-Diesel;toyota;rav4;2.2 D-4D 4x4;Large;DieselLarge;124;4.75E-05;4867535354,00;4.197.804.236;2135;Diesel;91;124;1.403.447;84.545;0.596078431;12.16
2013;seat-altea-2013-Diesel;seat;altea;1.6 TDI 105 HK DSG;Small;DieselSmall;122;4.68E-05;2756565657,00;2.467.868.778;2024;Diesel;103;103.5;11.893.692;75.756;0.547747748;12.16
2013;audi-a8-2013-Diesel;audi;a8;GCDSBQ1;Large;DieselLarge;119;4.56E-05;1681938384,00;1.509.562.912;2660;Diesel;258;3.166.666.667;1.494.917.667;101.465;0.900740741;12.16
2013;dacia-sandero-2013-Diesel;dacia;sandero;1.5 dCi 75;Small;DieselSmall;118;4.52E-05;1060505051,00;1.057.478.702;1590;Diesel;55;1.205.454.545;10.310.976;634.608;0.462357414;12.16
2013;kia-venga-2013-Diesel;kia;venga;1.4 CRDI 5-dørs Man. 6;Small;DieselSmall;117;4.49E-05;1616141414,00;1.395.593.618;1800;Diesel;66;82;1.152.624;72.039;0.521888412;12.16
2013;opel-mokka-2013-Benzin;opel;mokka;1,6 115HK;Small;BenzinSmall;111;4.26E-05;2221232323,00;1.790.271.442;1789;Benzin;85;1.291.666.667;12.646.544;76.184;0.870779221;13.41
2013;volkswagen-caravelle-2013-Diesel;volkswagen;caravelle;2.0 TDI  LANG 140 HK DSG;Large;DieselLarge;109;4.18E-05;7156505051,00;6.600.303.079;3200;Diesel;103;140;1.980.047;9.899;0.9728;12.16
2013;peugeot-207-2013-Diesel;peugeot;207;1,6 HDI 92 HK ST.CAR;Small;DieselSmall;100;3.83E-05;2403919192,00;1.843.075.293;1743;Diesel;68;9.409.090.909;12.538.656;81.952;0.51092437;12.16
2013;mini-cooper-2013-Benzin;mini;cooper;122 HK Clubman;Small;BenzinSmall;99;3.80E-05;2580828283,00;2.398.612.913;1540;Benzin;90;114.5;876.456;62.412;0.724864865;13.41
2013;dacia-lodgy-2013-Benzin;dacia;lodgy;1.6 16V 7p;Small;BenzinSmall;95;3.64E-05;1515050505,00;151.781.052;1800;Benzin;60.5;88;13.23;7.875;0.937762238;13.41
2013;chevrolet-aveo-2013-Diesel;chevrolet;aveo;1.3VCDi 5D;Small;DieselSmall;94;3.60E-05;1313111111,00;9.337.708.144;1647;Diesel;55;8.416.666.667;10.684.992;7.134;0.462357414;12.16
2013;suzuki-sx4-2013-Diesel;suzuki;sx4;1,6 5-dørs AllGrip;Small;DieselSmall;92;3.53E-05;1515040404,00;1.272.086.596;1870;Diesel;88;120;1.136.296.296;7.222.222.222;0.51092437;12.16
2013;audi-s7-2013-Benzin;audi;s7;SCRDBQ1;Large;BenzinLarge;89;3.41E-05;1675461616,00;1.498.900.186;2555;Benzin;309;420;13.411.638;95.118;1.289.423.077;13.41
2013;audi-s4-2013-Benzin;audi;s4;3.0 TFSI 333 HK 5-dørs QUATTRO S tronic;Large;BenzinLarge;86;3.30E-05;1000021212,00;8.970.562.424;2320;Benzin;331;333;12.265.392;86.376;1.126.890.756;13.41
2013;fiat-qubo-2013-Benzin;fiat;qubo;1.4 73;Small;BenzinSmall;84;3.22E-05;1363545455,00;125.637.189;1690;Benzin;54;73;11.851.488;68.112;0.882236842;13.41
2013;audi-q5-2013-Benzin;audi;q5;2.0 TFSI 224 HK 5-dørs QUATTRO TIPTRONIC;Large;BenzinLarge;83;3.18E-05;6062909091,00;5.458.450.057;2330;Benzin;165;2.190.625;1.460.302;8.797;1.008.270.677;13.41
2013;opel-mokka-2013-Diesel;opel;mokka;1,7 CDTi 130HK;Small;DieselSmall;82;3.14E-05;2221232323,00;1.821.471.442;1858;Diesel;96;1.291.666.667;12.646.544;76.184;0.547747748;12.16
2013;skoda-superb-2013-Benzin;skoda;superb;2.0 TSI 200 HK Stationcar DSG;Large;BenzinLarge;81;3.11E-05;3838383838,00;3.609.109.596;2297;Benzin;147;1.371.428.571;132.957.916;880.516;1.368.367.347;13.41
2013;smart-fortwo-2013-Diesel;smart;fortwo;cdi 40 Coupé softtip;Small;DieselSmall;81;3.11E-05;2019191919,00;1.081.939.624;1050;Diesel;40;82;699.192;4.482;0.401320132;12.16
2013;seat-altea-2013-Benzin;seat;altea;1.2 TSI 105 HK;Large;BenzinLarge;81;3.11E-05;2756565657,00;2.419.468.778;1880;Benzin;77;11.584.375;11.893.692;75.756;0.766285714;13.41
2013;fiat-qubo-2013-Diesel;fiat;qubo;1.3 MJT 75 MTA Automat/Manuel;Small;DieselSmall;78;2.99E-05;1363545455,00;124.857.189;1710;Diesel;55;73;11.851.488;68.112;0.498360656;12.16
2013;volkswagen-cc-2013-Benzin;volkswagen;cc;1.8T FSI 160 HK;Small;BenzinSmall;76;2.91E-05;4452505051,00;4.014.388.439;1690;Benzin;118;190;1.267.776;8.928;0.859615385;13.41
2013;volvo-s60-2013-Diesel;volvo;s60;FS82;Large;DieselLarge;76;2.91E-05;4313191919,00;4.118.730.872;2110;Diesel;100;115;12.813.988;86.581;0.657297297;12.16
2013;mazda-3-2013-Diesel;mazda;3;1,6 DE Hatchback Man.;Small;DieselSmall;75;2.88E-05;1983737374,00;1.459.188.853;1830;Diesel;85;1.166.666.667;116.406;8.064;0.535682819;12.16
2013;audi-q3-2013-Benzin;audi;q3;2.5 TFSI 310 HK 5-dørs Quattro S tronic;Large;BenzinLarge;71;2.72E-05;4845646465,00;4.399.504.189;2165;Benzin;125;1.622.727.273;12.827.141;80.337;1.031.538.462;13.41
2013;opel-meriva-2013-Diesel;opel;meriva;1,3CDTi;Small;DieselSmall;69;2.65E-05;1919070707,00;156.481.234;1800;Diesel;70;112;12.579.138;77.649;0.498360656;12.16
2013;subaru-forester-2013-Benzin;subaru;forester;2.0 AWD;Large;BenzinLarge;68;2.61E-05;3796989899,00;2.765.192.433;2015;Benzin;110;148.5;144.072;8.28;0.870779221;13.41
2013;suzuki-swift-2013-Diesel;suzuki;swift;1,3 DDIS ECO+;Small;DieselSmall;67;2.57E-05;1262525253,00;1.072.898.857;1560;Diesel;55;93.125;988.295;6.545;0.498360656;12.16
2013;audi-r8-2013-Benzin;audi;r8;CCTPAQ1;Large;BenzinLarge;64;2.45E-05;2867085859,00;2.561.812.556;1985;Benzin;404;5.016.666.667;1.046.064;8.436;1.697.468.354;13.41
2013;ford-mondeo-2013-Benzin;ford;mondeo;2.0 SCTi (240 HK) Stationcar Forhjulstræk Automatisk;Large;BenzinLarge;59;2.26E-05;4236383838,00;4.010.283.561;2300;Benzin;176;142;13.812.876;91.422;1.031.538.462;13.41
2013;audi-s8-2013-Benzin;audi;s8;4.0 TFSI 518 HK QUATTRO TIPTRONIC;Large;BenzinLarge;59;2.26E-05;2361924242,00;2.105.443.117;2575;Benzin;382;520;1.463.358;10.023;1.289.423.077;13.41
2013;peugeot-partner-2013-Diesel;peugeot;partner;1,6 E-HDI 92 HK;Large;DieselLarge;59;2.26E-05;2192838384,00;1.732.001.611;2070;Diesel;68;1.033.333.333;12.841.176;71.208;0.596078431;12.16
2013;mercedes-benz-e500-2013-Benzin;mercedes-benz;e500;CABRIOLET;Large;BenzinLarge;49;1.88E-05;1543231313,00;1.351.096.374;2670;Benzin;300;408;117.782;22.09;1.277.142.857;13.41
2013;skoda-rapid-2013-Diesel;skoda;rapid;1.6 TDI 105 HK Hatchback;Small;DieselSmall;57;2.19E-05;196969697,00;1.794.779.925;1725;Diesel;77;1.102.222.222;1.073.538;75.582;0.475;12.16
2013;hyundai-i40-2013-Benzin;hyundai;i40;1.6 4 dørs Sedan;Large;BenzinLarge;56;2.15E-05;2777757576,00;2.179.725.163;2030;Benzin;99;1.723.333.333;12.681.396;8.661.545.455;1.008.270.677;13.41
2013;dacia-sandero-2013-Benzin;dacia;sandero;1.2 16V;Small;BenzinSmall;53;2.03E-05;1060505051,00;1.054.078.702;1500;Benzin;55;75;10.260.432;634.608;0.779651163;13.41
2013;kia-sportage-2013-Diesel;kia;sportage;2.0 CRDI 5-dørs Man. 6;Large;DieselLarge;53;2.03E-05;3030252525,00;2.616.552.733;2090;Diesel;135;1.407.647.059;1.377.981;83.514;0.668131868;12.16
2013;hyundai-ix20-2013-Diesel;hyundai;ix20;1.4 CRDi 5 dørs MPV;Small;DieselSmall;52;1.99E-05;2272666667,00;1.777.414.882;1800;Diesel;57;82;116.112;7.257;0.521888412;12.16
2013;seat-toledo-2013-Diesel;seat;toledo;1.6 TDI 105 HK ECOMOTIVE Hatchback;Small;DieselSmall;50;1.92E-05;1716191919,00;1.528.969.259;1725;Diesel;77;85;11.184.768;76.608;0.4864;12.16
2013;volkswagen-tiguan-2013-Benzin;volkswagen;tiguan;2.0TSI 210 HK 4Motion DSG;Large;BenzinLarge;43;1.65E-05;5333292929,00;4.811.617.524;2080;Benzin;90;185;1.363.111;80.183;0.9;13.41
2013;mercedes-benz-e63-2013-Benzin;mercedes-benz;e63;AMG 4MATIC;Large;BenzinLarge;57;2.19E-05;2556261616,00;2231967.7;2425;Benzin;430;6.074.444.444;13.716.085;241.081;1.382.474.227;13.41
2013;volvo-c30-2013-Diesel;volvo;c30;D2;Small;DieselSmall;41;1.57E-05;3135424242,00;2.943.638.569;1780;Diesel;84;115;1.102.087;76.006;0.437410072;12.16
2013;kia-sportage-2013-Benzin;kia;sportage;1.6 5-dørs Man. 6;Small;BenzinSmall;41;1.57E-05;3030252525,00;2.540.552.733;1830;Benzin;99;1.407.647.059;1.377.981;83.514;0.859615385;13.41
2013;renault-scenic-2013-Benzin;renault;scenic;1.6 16V 110 7p;Large;BenzinLarge;36;1.38E-05;2776777778,00;2.464.680.857;1904;Benzin;81;115;1.325.858;80.845;0.993333333;13.41
2013;volvo-s80-2013-Diesel;volvo;s80;D3;Large;DieselLarge;31;1.19E-05;6111131313,00;577.550.056;2200;Diesel;120;136;1.344.129;9.021;0.679329609;12.16
2013;volkswagen-passat-2013-Diesel;volkswagen;passat;2.0 TDI BMT 140 HK VARIANT;Large;DieselLarge;1628;0.000624263;3593838384,00;3.284.565.052;2180;Diesel;103;1.436.875;13.195.728;86.814;0.560368664;12.16
2013;volkswagen-up-2013-Benzin;volkswagen;up;1.0 FSI BMT 60 HK 4-DØRS;Small;BenzinSmall;13082;0.005016343;90900,00;823.433.065;1290;Benzin;55;75;8.650.344;58.056;0.563445378;13.41
2013;mercedes-benz-c200-2013-Diesel;mercedes-benz;c200;H2S1M0;Large;DieselLarge;233;8.93E-05;5038393939,00;447.732.136;2185;Diesel;100;184;11.913.162;212.521;0.643386243;12.16
2013;mercedes-benz-gl350-2013-Diesel;mercedes-benz;gl350;a7bsp1;Large;DieselLarge;166;6.37E-05;1657475758,00;1.458.854.977;3250;Diesel;228;258;1.828.096;262.144;0.9728;12.16
2013;mercedes-benz-e350-2013-Benzin;mercedes-benz;e350;J2S6M0;Large;BenzinLarge;64;2.45E-05;1040908081,00;9.101.351.495;2275;Benzin;225;2.618.181.818;1.327.116;238.144;1.008.270.677;13.41
2013;mercedes-benz-e350-2013-Diesel;mercedes-benz;e350;J2BDP1;Large;DieselLarge;375;0.000143795;1040908081,00;9.166.151.495;2550;Diesel;185;2.618.181.818;13.716.085;241.081;0.755279503;12.16
2013;mercedes-benz-gl63-2013-Benzin;mercedes-benz;gl63;#N/A;Large;BenzinLarge;46;1.76E-05;2876666667,00;2.515.757.917;3250;Benzin;410;557;1.828.096;262.144;1.655.555.556;13.41
2013;mercedes-benz-glk220-2013-Diesel;mercedes-benz;glk220;H7S2M1;Large;DieselLarge;35;1.34E-05;8032464646,00;7.111.269.745;2455;Diesel;125;170;1.416.984;83.352;0.74601227;12.16
2013;nissan-leaf-2013-El;nissan;leaf;El 5-dørs HB 2WD Aut.;Small;ElSmall;192;7.36E-05;2562525253,00;2.219.547.323;1945;El;0;109;12.208.575;78.765;0.217175299;2.262.242.701
2013;mercedes-benz-ml350-2013-Diesel;mercedes-benz;ml350;A2BSP1;Large;DieselLarge;533;0.000204381;1208989899,00;1.068.762.891;2950;Diesel;190;2.694.285.714;166.752;23.04;0.900740741;12.16
2013;renault-zoe-2013-El;renault;zoe;Z.E. Aut.;Small;ElSmall;122;4.68E-05;1766666667,00;1.521.387.917;1943;El;43;88;11.011.104;70.584;0.207372248;2.262.242.701
2013;volkswagen-up-2013-El;volkswagen;up;E-UP! ELEKTRO MOTOR 82HK 5 dørs AUTOMATISK 1 TRINS;Small;ElSmall;40;1.53E-05;1881969697,00;2.147.745.548;1500;El;60;653.943.662;8.650.344;58.056;0.268641321;2.261.608.191
2013;mercedes-benz-s350-2013-Diesel;mercedes-benz;s350;218;Large;DieselLarge;364;1.40E-04;1564645455,00;1.685.761.513;2495;Diesel;195;306;14.592;262.144;0.816107383;2.262.242.701
2013;mercedes-benz-s63-2013-Benzin;mercedes-benz;s63;G37YP1;Large;BenzinLarge;70;2.68E-05;3052526263,00;1.374.011.577;2540;Benzin;410;612;149.625;275.625;1.354.545.455;12.16
2013;mercedes-benz-viano-2013-Diesel;mercedes-benz;viano;3.0 CDI MPV Ekstra Lang AUT;Large;DieselLarge;95;3.64E-05;9931141414,00;2661050.52;3050;Diesel;120;195;1.789.572;9.519;1.030.508.475;13.41
2013;opel-cascada-2013-Benzin;opel;cascada;1,4 140HK Cabriolet;Large;BenzinLarge;45;1.73E-05;424140404,00;8.888.513.145;2110;Benzin;103;170;1.245.312;8.648;0.843396226;12.16
2013;porsche-911-2013-Benzin;porsche;911;KB22;Large;BenzinLarge;2070;7.94E-04;2979983838,00;3.356.465.121;1955;Benzin;294;2.583.333.333;8.952.625;70.125;1.230.275.229;13.41
2013;porsche-boxster-2013-Benzin;porsche;boxster;3.4 TIPT 265 HK Tiptronic;Small;BenzinSmall;36;1.38E-05;1320728283,00;1.955.952.333;1685;Benzin;232;220;9.919.584;76.896;10.728;13.41
2013;porsche-cayenne-2013-Benzin;porsche;cayenne;CAYENNE GTS AUT;Large;BenzinLarge;355;0.000136126;1649656566,00;8.712.408.174;2840;Benzin;309;245;1.608.939;9.409;1.441.935.484;13.41
2013;porsche-cayenne-2013-Diesel;porsche;cayenne;4.2 TDI V8 382 HK TIPT;Large;DieselLarge;300;1.15E-04;1942030303,00;1.095.245.141;2840;Diesel;180;292.5;1.608.939;9.409;0.88115942;13.41
2013;porsche-cayman-2013-Benzin;porsche;cayman;2.7 TIPT 275 HK Tiptronic;Small;BenzinSmall;40;1.53E-05;1123809091,00;1.287.182.234;1695;Benzin;202;245;1.038.996;7.812;1.277.142.857;12.16
2013;porsche-panamera-2013-Benzin;porsche;panamera;4;Large;BenzinLarge;695;2.67E-04;2546676768,00;7.480.790.993;2500;Benzin;368;250;13.620.782;95.921;1.368.367.347;13.41
2013;porsche-panamera-2013-Diesel;porsche;panamera;GR12;Large;DieselLarge;190;7.29E-05;3689853535,00;1678965.34;2500;Diesel;184;300;13.620.782;95.921;0.78961039;13.41
2013;renault-fluence-2013-El;renault;fluence;Z.E.;Small;ElSmall;39;1.50E-05;2170707071,00;2.419.987.615;2023;El;50;95;1.255.235;85.975;0.269023456;12.16
2013;seat-alhambra-2013-Diesel;seat;alhambra;2,0 TDI;Large;DieselLarge;43;1.65E-05;5505080808,00;1.865.261.654;2530;Diesel;130;170;158.498;9.215;0.719526627;2.262.242.701
2013;volkswagen-cc-2013-Diesel;volkswagen;cc;2.0 TDI 177 HK DSG6;Small;DieselSmall;148;5.68E-05;4452505051,00;4.896.220.481;2010;Diesel;103;190;1.267.776;8.928;0.633333333;12.16
2013;tesla-model s-2013-El;tesla;model s;#N/A;Large;ElLarge;157;6.02E-05;8490909091,00;4.067.188.439;2590;El;69;670;1.415.316;97.608;0.384581259;12.16
2014;bmw-1-serie-2014-Benzin;bmw;1-serie;116 I AUT.;Large;BenzinLarge;42;1.60E-05;3503985944,00;3.119.782.015;1885;Benzin;235;115;10.585.575;74.025;0.729050279;13.05
2014;bmw-1-serie-2014-Diesel;bmw;1-serie;118 D;Small;DieselSmall;818;0.000312065;3571325301,00;3.212.134.591;1850;Diesel;105;143;10.857.888;76.464;0.481557377;11.75
2014;bmw-3-serie-2014-Diesel;bmw;3-serie;320D TOURING XDRIVE AUT;Large;DieselLarge;2072;0.000790463;4869457831,00;4.372.191.205;2110;Diesel;135;126.875;11.957.946;83.622;0.529279279;11.75
2014;bmw-4-serie-2014-Benzin;bmw;4-serie;435i Coupé Steptronic;Large;BenzinLarge;37;1.41E-05;9250160643,00;8.218.899.386;2210;Benzin;225;306;11.717.856;84.912;1.011.627.907;13.05
2014;bmw-4-serie-2014-Diesel;bmw;4-serie;430d Gran Coupé Steptronic;Large;DieselLarge;56;2.14E-05;6772078313,00;603.784.982;2085;Diesel;135;184;11.548.032;84.912;0.554245283;11.75
2014;bmw-5-serie-2014-Diesel;bmw;5-serie;530d xDrive Touring Aut.;Large;DieselLarge;289;0.000110253;6568955823,00;586.002.522;2240;Diesel;190;1.738.888.889;13.333.596;91.326;0.529279279;11.75
2014;bmw-6-serie-2014-Diesel;bmw;6-serie;#N/A;Large;DieselLarge;46;1.75E-05;1705724.9;1.508.925.392;2220;Diesel;230;313;13.161.771;93.393;0.652777778;11.75
2014;bmw-x1-2014-Diesel;bmw;x1;XDRIVE 20D AUT;Small;DieselSmall;139;5.30E-05;5035160643,00;4.540.056.561;2030;Diesel;135;153.25;124.992;8.064;0.575980392;11.75
2014;bmw-x3-2014-Diesel;bmw;x3;3,0 XDRIVE;Large;DieselLarge;428;0.000163281;7046947791,00;6.348.685.678;2410;Diesel;140;285.5;14.542.928;8.758.711.111;0.695266272;11.75
2014;bmw-x4-2014-Diesel;bmw;x4;35d SUV xDrive Steptronic;Large;DieselLarge;140;5.34E-05;1011046185,00;9.030.654.379;2410;Diesel;230;285.5;14.222.952;87.796;0.695266272;11.75
2014;bmw-x5-2014-Benzin;bmw;x5;KR01;Large;BenzinLarge;90;3.43E-05;1228614458,00;1094536.67;2890;Benzin;330;3.174.390.244;16.696.416;94.866;1.266.990.291;13.05
2014;bmw-x6-2014-Diesel;bmw;x6;xDrive 4,0d;Large;DieselLarge;35;1.34E-05;2299076305,00;2.030.677.847;2780;Diesel;190;306;1.642.608;96.624;0.703592814;11.75
2014;dacia-logan-mcv-2014-Diesel;dacia;logan;1.5 dCi 90;Small;DieselSmall;769;0.000293372;142560241,00;1.410.406.039;1670;Diesel;66;90;1.197.034;77.228;0.446768061;11.75
2014;ford-mondeo-2014-Diesel;ford;mondeo;2.0 TDCi (140 HK) Stationcar Forhjulstræk Automatisk;Large;DieselLarge;813;0.000310157;4274909639,00;4.036.880.104;2290;Diesel;103;1.413.333.333;13.812.876;9.105.916.667;0.541474654;11.75
2014;jaguar-xf-2014-Diesel;jaguar;xf;2,2I4Td163 4-dørs 2WD AUT;Large;DieselLarge;113;4.31E-05;7881536145,00;6.759.241.339;2440;Diesel;202;238.25;13.541.792;9.3;0.716463415;11.75
2014;maserati-ghibli-2014-Benzin;maserati;ghibli;7B4;Large;BenzinLarge;108;4.12E-05;1395582329,00;1.228.935.371;2530;Benzin;302;365;1.414.959;96.915;1.373.684.211;13.05
2014;maserati-ghibli-2014-Diesel;maserati;ghibli;#N/A;Large;DieselLarge;43;1.64E-05;1395582329,00;1.224.595.371;2500;Diesel;287;365;1.414.959;96.915;0.695266272;11.75
2014;maserati-quattroporte-2014-Benzin;maserati;quattroporte;S Q4;Large;BenzinLarge;31;1.18E-05;2947791165,00;2.571.013.936;2540;Benzin;390;410;1.518.036;10.257;1.373.684.211;13.05
2014;mercedes-benz-a-klasse-2014-Benzin;mercedes-benz;a-klasse;180  Sedan 7G-DCT;Large;BenzinLarge;103;3.93E-05;8860451807,00;7.764.768.144;2075;Benzin;90;421;10.919.766;184.041;0.925531915;13.05
2014;mercedes-benz-a-klasse-2014-Diesel;mercedes-benz;a-klasse;200 CDI  7G-DCT;Small;DieselSmall;32;1.22E-05;3377540161,00;3.005.905.662;1960;Diesel;100;1.112.941.176;10.919.766;184.041;0.504291845;11.75
2014;mercedes-benz-c200-2014-Diesel;mercedes-benz;c200;R237P0;Small;DieselSmall;46;1.75E-05;5068042169,00;444.395.596;2050;Diesel;100;184;11.913.162;212.521;0.458984375;11.75
2014;mercedes-benz-e250-2014-Diesel;mercedes-benz;e250;2,2-AUT, 2 dørs, cabriolet;Large;DieselLarge;100;3.81E-05;8578313253,00;7.549.024.096;2510;Diesel;150;2.051.666.667;13.716.085;241.081;0.575980392;11.75
2014;mercedes-benz-e300-2014-Diesel;mercedes-benz;e300;Stationcaer;Large;DieselLarge;55;2.10E-05;1035943775,00;9.136.428.865;2440;Diesel;170;210.75;13.716.085;90.835;0.695266272;11.75
2014;mercedes-benz-e350-2014-Benzin;mercedes-benz;e350;212;Large;BenzinLarge;47;1.79E-05;1139331325,00;9.954.743.469;2275;Benzin;225;2.618.181.818;13.716.085;9.028;0.981203008;13.05
2014;mercedes-benz-e350-2014-Diesel;mercedes-benz;e350;Bluetec;Large;DieselLarge;275;0.000104912;1139331325,00;1.003.034.347;2610;Diesel;185;2.618.181.818;1.327.116;238.144;0.716463415;11.75
2014;mercedes-benz-e500-2014-Benzin;mercedes-benz;e500;4 MATIC ST.CAR AVANT;Large;BenzinLarge;41;1.56E-05;1497186747,00;1.311.685.091;2350;Benzin;300;408;117.782;22.09;1.186.363.636;13.05
2014;mercedes-benz-e63-2014-Benzin;mercedes-benz;e63;J27YP1;Large;BenzinLarge;66;2.52E-05;2212954819,00;1935656.06;2580;Benzin;430;6.074.444.444;1.327.116;238.144;1.373.684.211;13.05
2014;mercedes-benz-e-klasse-2014-Diesel;mercedes-benz;e-klasse;350 BlueTEC T 9G-TRONIC PLUS;Large;DieselLarge;1250;0.000476872;712626506,00;6.293.546.928;2300;Diesel;125;190;13.818.168;9.102;0.575980392;11.75
